Suffixes,Effects,,,,,,,,,,,,,,,,,
Grief,+6 Min Damage (Melee),,,,,,,,,,"{suffix: """,Grief,"""",", effect: ","""",+6 Min Damage (Melee),"""},","{suffix: ""Grief"", effect: ""+6 Min Damage (Melee)""},"
Griffon,+136 Mana,,,,,,,,,,"{suffix: """,Griffon,"""",", effect: ","""",+136 Mana,"""},","{suffix: ""Griffon"", effect: ""+136 Mana""},"
Hardiness,+1 Strength,,,,,,,,,,"{suffix: """,Hardiness,"""",", effect: ","""",+1 Strength,"""},","{suffix: ""Hardiness"", effect: ""+1 Strength""},"
Hawk,+13 Mana,,,,,,,,,,"{suffix: """,Hawk,"""",", effect: ","""",+13 Mana,"""},","{suffix: ""Hawk"", effect: ""+13 Mana""},"
Horse,+150 Health,,,,,,,,,,"{suffix: """,Horse,"""",", effect: ","""",+150 Health,"""},","{suffix: ""Horse"", effect: ""+150 Health""},"
Hydra,+175 Mana,,,,,,,,,,"{suffix: """,Hydra,"""",", effect: ","""",+175 Mana,"""},","{suffix: ""Hydra"", effect: ""+175 Mana""},"
Illumination,+6% Mana Regeneration,,,,,,,,,,"{suffix: """,Illumination,"""",", effect: ","""",+6% Mana Regeneration,"""},","{suffix: ""Illumination"", effect: ""+6% Mana Regeneration""},"
Injury,+25 Max Damage (Melee),,,,,,,,,,"{suffix: """,Injury,"""",", effect: ","""",+25 Max Damage (Melee),"""},","{suffix: ""Injury"", effect: ""+25 Max Damage (Melee)""},"
Insight,+3 Intelligence,,,,,,,,,,"{suffix: """,Insight,"""",", effect: ","""",+3 Intelligence,"""},","{suffix: ""Insight"", effect: ""+3 Intelligence""},"
Interception,+12% Chance to Block Ranged Attack,,,,,,,,,,"{suffix: """,Interception,"""",", effect: ","""",+12% Chance to Block Ranged Attack,"""},","{suffix: ""Interception"", effect: ""+12% Chance to Block Ranged Attack""},"
Judgment,+6 Intelligence,,,,,,,,,,"{suffix: """,Judgment,"""",", effect: ","""",+6 Intelligence,"""},","{suffix: ""Judgment"", effect: ""+6 Intelligence""},"
Knowledge,+24 Intelligence,,,,,,,,,,"{suffix: """,Knowledge,"""",", effect: ","""",+24 Intelligence,"""},","{suffix: ""Knowledge"", effect: ""+24 Intelligence""},"
Lion,+237 Health,,,,,,,,,,"{suffix: """,Lion,"""",", effect: ","""",+237 Health,"""},","{suffix: ""Lion"", effect: ""+237 Health""},"
Lizard,+21 Mana,,,,,,,,,,"{suffix: """,Lizard,"""",", effect: ","""",+21 Mana,"""},","{suffix: ""Lizard"", effect: ""+21 Mana""},"
Mastery,+72 Max Damage (Ranged),,,,,,,,,,"{suffix: """,Mastery,"""",", effect: ","""",+72 Max Damage (Ranged),"""},","{suffix: ""Mastery"", effect: ""+72 Max Damage (Ranged)""},"
Mending,+4% Health Regeneration,,,,,,,,,,"{suffix: """,Mending,"""",", effect: ","""",+4% Health Regeneration,"""},","{suffix: ""Mending"", effect: ""+4% Health Regeneration""},"
Might,+42 Strength,,,,,,,,,,"{suffix: """,Might,"""",", effect: ","""",+42 Strength,"""},","{suffix: ""Might"", effect: ""+42 Strength""},"
Misery,+9 Min Damage (Melee),,,,,,,,,,"{suffix: """,Misery,"""",", effect: ","""",+9 Min Damage (Melee),"""},","{suffix: ""Misery"", effect: ""+9 Min Damage (Melee)""},"
Moonlight,Restore 6 Mana Per Hit,,,,,,,,,,"{suffix: """,Moonlight,"""",", effect: ","""",Restore 6 Mana Per Hit,"""},","{suffix: ""Moonlight"", effect: ""Restore 6 Mana Per Hit""},"
Mutilation,+45 Max Damage (Melee),,,,,,,,,,"{suffix: """,Mutilation,"""",", effect: ","""",+45 Max Damage (Melee),"""},","{suffix: ""Mutilation"", effect: ""+45 Max Damage (Melee)""},"
Nimble,+9 Dexterity,,,,,,,,,,"{suffix: """,Nimble,"""",", effect: ","""",+9 Dexterity,"""},","{suffix: ""Nimble"", effect: ""+9 Dexterity""},"
Obstruction,+15% Chance to Block Melee Attack,,,,,,,,,,"{suffix: """,Obstruction,"""",", effect: ","""",+15% Chance to Block Melee Attack,"""},","{suffix: ""Obstruction"", effect: ""+15% Chance to Block Melee Attack""},"
Omniscience,+60 Intelligence,,,,,,,,,,"{suffix: """,Omniscience,"""",", effect: ","""",+60 Intelligence,"""},","{suffix: ""Omniscience"", effect: ""+60 Intelligence""},"
Owl,+107 Mana,,,,,,,,,,"{suffix: """,Owl,"""",", effect: ","""",+107 Mana,"""},","{suffix: ""Owl"", effect: ""+107 Mana""},"
Pain,+4 Max Damage (Melee),,,,,,,,,,"{suffix: """,Pain,"""",", effect: ","""",+4 Max Damage (Melee),"""},","{suffix: ""Pain"", effect: ""+4 Max Damage (Melee)""},"
Panther,+36 Health,,,,,,,,,,"{suffix: """,Panther,"""",", effect: ","""",+36 Health,"""},","{suffix: ""Panther"", effect: ""+36 Health""},"
Parasite,3% Health Steal,,,,,,,,,,"{suffix: """,Parasite,"""",", effect: ","""",3% Health Steal,"""},","{suffix: ""Parasite"", effect: ""3% Health Steal""},"
Penetrating,+18 Min Damage (Ranged),,,,,,,,,,"{suffix: """,Penetrating,"""",", effect: ","""",+18 Min Damage (Ranged),"""},","{suffix: ""Penetrating"", effect: ""+18 Min Damage (Ranged)""},"
Perforating,+13 Min Damage (Ranged),,,,,,,,,,"{suffix: """,Perforating,"""",", effect: ","""",+13 Min Damage (Ranged),"""},","{suffix: ""Perforating"", effect: ""+13 Min Damage (Ranged)""},"
Phantom,+3% Mana Steal,,,,,,,,,,"{suffix: """,Phantom,"""",", effect: ","""",+3% Mana Steal,"""},","{suffix: ""Phantom"", effect: ""+3% Mana Steal""},"
Phoenix,+218 Mana,,,,,,,,,,"{suffix: """,Phoenix,"""",", effect: ","""",+218 Mana,"""},","{suffix: ""Phoenix"", effect: ""+218 Mana""},"
Piercing,+3 Min Damage (Ranged),,,,,,,,,,"{suffix: """,Piercing,"""",", effect: ","""",+3 Min Damage (Ranged),"""},","{suffix: ""Piercing"", effect: ""+3 Min Damage (Ranged)""},"
Precision,+25 Max Damage (Ranged),,,,,,,,,,"{suffix: """,Precision,"""",", effect: ","""",+25 Max Damage (Ranged),"""},","{suffix: ""Precision"", effect: ""+25 Max Damage (Ranged)""},"
Predator,5% Health Steal,,,,,,,,,,"{suffix: """,Predator,"""",", effect: ","""",5% Health Steal,"""},","{suffix: ""Predator"", effect: ""5% Health Steal""},"
Prevention,+10% Chance to Block Melee Attack,,,,,,,,,,"{suffix: """,Prevention,"""",", effect: ","""",+10% Chance to Block Melee Attack,"""},","{suffix: ""Prevention"", effect: ""+10% Chance to Block Melee Attack""},"
Proficiency,+16 Dexterity,,,,,,,,,,"{suffix: """,Proficiency,"""",", effect: ","""",+16 Dexterity,"""},","{suffix: ""Proficiency"", effect: ""+16 Dexterity""},"
Prominence,+56 Strength,,,,,,,,,,"{suffix: """,Prominence,"""",", effect: ","""",+56 Strength,"""},","{suffix: ""Prominence"", effect: ""+56 Strength""},"
Puncturing,+6 Min Damage,,,,,,,,,,"{suffix: """,Puncturing,"""",", effect: ","""",+6 Min Damage,"""},","{suffix: ""Puncturing"", effect: ""+6 Min Damage""},"
Punishment,20% of Physical Damage Reflected to Enemy,,,,,,,,,,"{suffix: """,Punishment,"""",", effect: ","""",20% of Physical Damage Reflected to Enemy,"""},","{suffix: ""Punishment"", effect: ""20% of Physical Damage Reflected to Enemy""},"
Ram,+50 Health,,,,,,,,,,"{suffix: """,Ram,"""",", effect: ","""",+50 Health,"""},","{suffix: ""Ram"", effect: ""+50 Health""},"
Rat,+4 Health,,,,,,,,,,"{suffix: """,Rat,"""",", effect: ","""",+4 Health,"""},","{suffix: ""Rat"", effect: ""+4 Health""},"
Raven,+81 Mana,,,,,,,,,,"{suffix: """,Raven,"""",", effect: ","""",+81 Mana,"""},","{suffix: ""Raven"", effect: ""+81 Mana""},"
Reconstruction,+6% Health Regeneration,,,,,,,,,,"{suffix: """,Reconstruction,"""",", effect: ","""",+6% Health Regeneration,"""},","{suffix: ""Reconstruction"", effect: ""+6% Health Regeneration""},"
Regeneration,+12% Health Regeneration,,,,,,,,,,"{suffix: """,Regeneration,"""",", effect: ","""",+12% Health Regeneration,"""},","{suffix: ""Regeneration"", effect: ""+12% Health Regeneration""},"
Repulsion,+5% Chance to Block Melee Attack,,,,,,,,,,"{suffix: """,Repulsion,"""",", effect: ","""",+5% Chance to Block Melee Attack,"""},","{suffix: ""Repulsion"", effect: ""+5% Chance to Block Melee Attack""},"
Retribution,40% of Physical Damage Reflected to Enemy,,,,,,,,,,"{suffix: """,Retribution,"""",", effect: ","""",40% of Physical Damage Reflected to Enemy,"""},","{suffix: ""Retribution"", effect: ""40% of Physical Damage Reflected to Enemy""},"
Reversal,10% of Physical Damage Reflected to Enemy,,,,,,,,,,"{suffix: """,Reversal,"""",", effect: ","""",10% of Physical Damage Reflected to Enemy,"""},","{suffix: ""Reversal"", effect: ""10% of Physical Damage Reflected to Enemy""},"
Seeking,+44 Max Damage (Ranged),,,,,,,,,,"{suffix: """,Seeking,"""",", effect: ","""",+44 Max Damage (Ranged),"""},","{suffix: ""Seeking"", effect: ""+44 Max Damage (Ranged)""},"
Serpent,+43 Mana,,,,,,,,,,"{suffix: """,Serpent,"""",", effect: ","""",+43 Mana,"""},","{suffix: ""Serpent"", effect: ""+43 Mana""},"
Sighting,+11 Max Damage (Ranged),,,,,,,,,,"{suffix: """,Sighting,"""",", effect: ","""",+11 Max Damage (Ranged),"""},","{suffix: ""Sighting"", effect: ""+11 Max Damage (Ranged)""},"
Specter,7% Mana Steal,,,,,,,,,,"{suffix: """,Specter,"""",", effect: ","""",7% Mana Steal,"""},","{suffix: ""Specter"", effect: ""7% Mana Steal""},"
Spry,+4 Dexterity,,,,,,,,,,"{suffix: """,Spry,"""",", effect: ","""",+4 Dexterity,"""},","{suffix: ""Spry"", effect: ""+4 Dexterity""},"
Starlight,Restores 23 Mana Per Hit,,,,,,,,,,"{suffix: """,Starlight,"""",", effect: ","""",Restores 23 Mana Per Hit,"""},","{suffix: ""Starlight"", effect: ""Restores 23 Mana Per Hit""},"
Sturdiness,+3 Strength,,,,,,,,,,"{suffix: """,Sturdiness,"""",", effect: ","""",+3 Strength,"""},","{suffix: ""Sturdiness"", effect: ""+3 Strength""},"
Suturing,+10% Health Regeneration,,,,,,,,,,"{suffix: """,Suturing,"""",", effect: ","""",+10% Health Regeneration,"""},","{suffix: ""Suturing"", effect: ""+10% Health Regeneration""},"
Swift,+1 Dexterity,,,,,,,,,,"{suffix: """,Swift,"""",", effect: ","""",+1 Dexterity,"""},","{suffix: ""Swift"", effect: ""+1 Dexterity""},"
Tenacity,+12 Strength,,,,,,,,,,"{suffix: """,Tenacity,"""",", effect: ","""",+12 Strength,"""},","{suffix: ""Tenacity"", effect: ""+12 Strength""},"
Tiger,+116 Health,,,,,,,,,,"{suffix: """,Tiger,"""",", effect: ","""",+116 Health,"""},","{suffix: ""Tiger"", effect: ""+116 Health""},"
Toad,+4 Mana,,,,,,,,,,"{suffix: """,Toad,"""",", effect: ","""",+4 Mana,"""},","{suffix: ""Toad"", effect: ""+4 Mana""},"
Torment,+12 Max Damage (Melee),,,,,,,,,,"{suffix: """,Torment,"""",", effect: ","""",+12 Max Damage (Melee),"""},","{suffix: ""Torment"", effect: ""+12 Max Damage (Melee)""},"
Torture,+72 Max Damage (Melee),,,,,,,,,,"{suffix: """,Torture,"""",", effect: ","""",+72 Max Damage (Melee),"""},","{suffix: ""Torture"", effect: ""+72 Max Damage (Melee)""},"
Vampire,7% Health Steal,,,,,,,,,,"{suffix: """,Vampire,"""",", effect: ","""",7% Health Steal,"""},","{suffix: ""Vampire"", effect: ""7% Health Steal""},"
Vengeance,30% of Physical Damage Reflected to Enemy,,,,,,,,,,"{suffix: """,Vengeance,"""",", effect: ","""",30% of Physical Damage Reflected to Enemy,"""},","{suffix: ""Vengeance"", effect: ""30% of Physical Damage Reflected to Enemy""},"
Vigor,+7 Strength,,,,,,,,,,"{suffix: """,Vigor,"""",", effect: ","""",+7 Strength,"""},","{suffix: ""Vigor"", effect: ""+7 Strength""},"
Virulence,+30 Strength,,,,,,,,,,"{suffix: """,Virulence,"""",", effect: ","""",+30 Strength,"""},","{suffix: ""Virulence"", effect: ""+30 Strength""},"
Visions,+12% Mana Regeneration,,,,,,,,,,"{suffix: """,Visions,"""",", effect: ","""",+12% Mana Regeneration,"""},","{suffix: ""Visions"", effect: ""+12% Mana Regeneration""},"
Weasel,+9 Health,,,,,,,,,,"{suffix: """,Weasel,"""",", effect: ","""",+9 Health,"""},","{suffix: ""Weasel"", effect: ""+9 Health""},"
Wolf,+90 Health,,,,,,,,,,"{suffix: """,Wolf,"""",", effect: ","""",+90 Health,"""},","{suffix: ""Wolf"", effect: ""+90 Health""},"
Wounding,+1 Max Damage (Melee),,,,,,,,,,"{suffix: """,Wounding,"""",", effect: ","""",+1 Max Damage (Melee),"""},","{suffix: ""Wounding"", effect: ""+1 Max Damage (Melee)""},"
